clade_name	clade_taxid	ERR1190976.metaphlan4.abundance.profile	ERR1190975.metaphlan4.abundance.profile	ERR1190974.metaphlan4.abundance.profile	ERR1190973.metaphlan4.abundance.profile	ERR1190972.metaphlan4.abundance.profile	ERR1190971.metaphlan4.abundance.profile	ERR1190970.metaphlan4.abundance.profile	ERR1190969.metaphlan4.abundance.profile	ERR1190968.metaphlan4.abundance.profile	ERR1190967.metaphlan4.abundance.profile	ERR1190966.metaphlan4.abundance.profile	ERR1190965.metaphlan4.abundance.profile	ERR1190964.metaphlan4.abundance.profile	ERR1190963.metaphlan4.abundance.profile	ERR1190962.metaphlan4.abundance.profile	ERR1190961.metaphlan4.abundance.profile	ERR1190960.metaphlan4.abundance.profile	ERR1190959.metaphlan4.abundance.profile	ERR1190958.metaphlan4.abundance.profile	ERR1190957.metaphlan4.abundance.profile	ERR1190956.metaphlan4.abundance.profile	ERR1190955.metaphlan4.abundance.profile	ERR1190954.metaphlan4.abundance.profile	ERR1190953.metaphlan4.abundance.profile	ERR1190952.metaphlan4.abundance.profile	ERR1190951.metaphlan4.abundance.profile	ERR1190950.metaphlan4.abundance.profile	ERR1190949.metaphlan4.abundance.profile	ERR1190948.metaphlan4.abundance.profile	ERR1190947.metaphlan4.abundance.profile	ERR1190946.metaphlan4.abundance.profile	ERR1190945.metaphlan4.abundance.profile	ERR1190944.metaphlan4.abundance.profile	ERR1190943.metaphlan4.abundance.profile	ERR1190942.metaphlan4.abundance.profile	ERR1190941.metaphlan4.abundance.profile	ERR1190940.metaphlan4.abundance.profile	ERR1190939.metaphlan4.abundance.profile	ERR1190938.metaphlan4.abundance.profile	ERR1190937.metaphlan4.abundance.profile	ERR1190936.metaphlan4.abundance.profile	ERR1190935.metaphlan4.abundance.profile	ERR1190934.metaphlan4.abundance.profile	ERR1190933.metaphlan4.abundance.profile	ERR1190932.metaphlan4.abundance.profile	ERR1190931.metaphlan4.abundance.profile	ERR1190930.metaphlan4.abundance.profile	ERR1190929.metaphlan4.abundance.profile	ERR1190928.metaphlan4.abundance.profile	ERR1190927.metaphlan4.abundance.profile	ERR1190926.metaphlan4.abundance.profile	ERR1190925.metaphlan4.abundance.profile	ERR1190924.metaphlan4.abundance.profile	ERR1190923.metaphlan4.abundance.profile	ERR1190922.metaphlan4.abundance.profile	ERR1190921.metaphlan4.abundance.profile	ERR1190920.metaphlan4.abundance.profile	ERR1190919.metaphlan4.abundance.profile	ERR1190918.metaphlan4.abundance.profile	ERR1190917.metaphlan4.abundance.profile	ERR1190916.metaphlan4.abundance.profile	ERR1190915.metaphlan4.abundance.profile	ERR1190914.metaphlan4.abundance.profile	ERR1190913.metaphlan4.abundance.profile	ERR1190912.metaphlan4.abundance.profile	ERR1190911.metaphlan4.abundance.profile	ERR1190910.metaphlan4.abundance.profile	ERR1190909.metaphlan4.abundance.profile	ERR1190908.metaphlan4.abundance.profile	ERR1190907.metaphlan4.abundance.profile	ERR1190906.metaphlan4.abundance.profile	ERR1190905.metaphlan4.abundance.profile	ERR1190904.metaphlan4.abundance.profile	ERR1190903.metaphlan4.abundance.profile	ERR1190902.metaphlan4.abundance.profile	ERR1190901.metaphlan4.abundance.profile	ERR1190900.metaphlan4.abundance.profile	ERR1190899.metaphlan4.abundance.profile	ERR1190898.metaphlan4.abundance.profile	ERR1190897.metaphlan4.abundance.profile	ERR1190896.metaphlan4.abundance.profile	ERR1190895.metaphlan4.abundance.profile	ERR1190894.metaphlan4.abundance.profile	ERR1190893.metaphlan4.abundance.profile	ERR1190892.metaphlan4.abundance.profile	ERR1190891.metaphlan4.abundance.profile	ERR1190890.metaphlan4.abundance.profile	ERR1190889.metaphlan4.abundance.profile	ERR1190888.metaphlan4.abundance.profile	ERR1190887.metaphlan4.abundance.profile	ERR1190886.metaphlan4.abundance.profile	ERR1190885.metaphlan4.abundance.profile	ERR1190884.metaphlan4.abundance.profile	ERR1190883.metaphlan4.abundance.profile	ERR1190882.metaphlan4.abundance.profile	ERR1190881.metaphlan4.abundance.profile	ERR1190880.metaphlan4.abundance.profile	ERR1190879.metaphlan4.abundance.profile	ERR1190878.metaphlan4.abundance.profile	ERR1190877.metaphlan4.abundance.profile	ERR1190876.metaphlan4.abundance.profile	ERR1190875.metaphlan4.abundance.profile	ERR1190874.metaphlan4.abundance.profile	ERR1190873.metaphlan4.abundance.profile	ERR1190872.metaphlan4.abundance.profile	ERR1190871.metaphlan4.abundance.profile	ERR1190870.metaphlan4.abundance.profile	ERR1190869.metaphlan4.abundance.profile	ERR1190868.metaphlan4.abundance.profile	ERR1190867.metaphlan4.abundance.profile	ERR1190866.metaphlan4.abundance.profile	ERR1190865.metaphlan4.abundance.profile	ERR1190864.metaphlan4.abundance.profile	ERR1190863.metaphlan4.abundance.profile	ERR1190862.metaphlan4.abundance.profile	ERR1190861.metaphlan4.abundance.profile	ERR1190860.metaphlan4.abundance.profile	ERR1190859.metaphlan4.abundance.profile	ERR1190858.metaphlan4.abundance.profile	ERR1190857.metaphlan4.abundance.profile	ERR1190856.metaphlan4.abundance.profile	ERR1190855.metaphlan4.abundance.profile	ERR1190854.metaphlan4.abundance.profile	ERR1190853.metaphlan4.abundance.profile	ERR1190852.metaphlan4.abundance.profile	ERR1190851.metaphlan4.abundance.profile	ERR1190850.metaphlan4.abundance.profile	ERR1190849.metaphlan4.abundance.profile	ERR1190848.metaphlan4.abundance.profile	ERR1190847.metaphlan4.abundance.profile	ERR1190846.metaphlan4.abundance.profile	ERR1190845.metaphlan4.abundance.profile	ERR1190844.metaphlan4.abundance.profile	ERR1190843.metaphlan4.abundance.profile	ERR1190842.metaphlan4.abundance.profile	ERR1190841.metaphlan4.abundance.profile	ERR1190840.metaphlan4.abundance.profile	ERR1190839.metaphlan4.abundance.profile	ERR1190838.metaphlan4.abundance.profile	ERR1190837.metaphlan4.abundance.profile	ERR1190836.metaphlan4.abundance.profile	ERR1190835.metaphlan4.abundance.profile	ERR1190834.metaphlan4.abundance.profile	ERR1190833.metaphlan4.abundance.profile	ERR1190832.metaphlan4.abundance.profile	ERR1190831.metaphlan4.abundance.profile	ERR1190830.metaphlan4.abundance.profile	ERR1190829.metaphlan4.abundance.profile	ERR1190828.metaphlan4.abundance.profile	ERR1190827.metaphlan4.abundance.profile	ERR1190826.metaphlan4.abundance.profile	ERR1190825.metaphlan4.abundance.profile	ERR1190824.metaphlan4.abundance.profile	ERR1190823.metaphlan4.abundance.profile	ERR1190822.metaphlan4.abundance.profile	ERR1190821.metaphlan4.abundance.profile	ERR1190820.metaphlan4.abundance.profile	ERR1190819.metaphlan4.abundance.profile	ERR1190818.metaphlan4.abundance.profile	ERR1190817.metaphlan4.abundance.profile	ERR1190816.metaphlan4.abundance.profile	ERR1190815.metaphlan4.abundance.profile	ERR1190814.metaphlan4.abundance.profile	ERR1190813.metaphlan4.abundance.profile	ERR1190812.metaphlan4.abundance.profile	ERR1190811.metaphlan4.abundance.profile	ERR1190810.metaphlan4.abundance.profile	ERR1190809.metaphlan4.abundance.profile	ERR1190808.metaphlan4.abundance.profile	ERR1190807.metaphlan4.abundance.profile	ERR1190806.metaphlan4.abundance.profile	ERR1190805.metaphlan4.abundance.profile	ERR1190804.metaphlan4.abundance.profile	ERR1190803.metaphlan4.abundance.profile	ERR1190802.metaphlan4.abundance.profile	ERR1190801.metaphlan4.abundance.profile	ERR1190800.metaphlan4.abundance.profile	ERR1190799.metaphlan4.abundance.profile	ERR1190798.metaphlan4.abundance.profile	ERR1190797.metaphlan4.abundance.profile	ERR1190796.metaphlan4.abundance.profile	ERR1190795.metaphlan4.abundance.profile	ERR1190794.metaphlan4.abundance.profile	ERR1190793.metaphlan4.abundance.profile	ERR1190792.metaphlan4.abundance.profile	ERR1190791.metaphlan4.abundance.profile	ERR1190790.metaphlan4.abundance.profile	ERR1190789.metaphlan4.abundance.profile
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	2157|28890|183925|2158|2159|2316|2317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01358	0	0.00777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae|t__SGB698	2157|28890|183925|2158|2159|2316|2317|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01358	0	0.00777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota	2157|651137	0	0	0.01587	0.02047	0	0	0	0	0	0	0	0	0	0	0.00655	0.00793	0	0	0	0	0	0	0.04266	0.00674	0.02887	0.02575	0	0	0	0	0.00079	0.00727	0	0	0	0	0.01803	0.04362	0	0	0	0.01075	0.01748	0	0	0	0	0	0.01458	0.06654	0.00496	0.02996	0	0	0	0.01488	0	0	0	0	0	0	0	0	0	0	0	0.05813	0	0	0	0	0	0	0	0	0.03711	0.04612	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0.04751	0	0	0	0	0	0	0	0	0.00632	0.03887	0.03514	0.02261	0	0.00561	0	0	0.03623	0.02092	0	0.02255	0.02998	0.00334	0	0	0	0	0	0	0	0	0	0	0	0	0.01332	0	0	0.01764	0.01038	0.00497	0	0	0	0	0	0	0	0	0	0.0232	0.03625	0.01615	0	0	0	0	0	0	0	0	0	0	0.00075	0.0252	0	0	0	0	0	0	0	0.0428	0	0	0	0	0	0	0	0	0.00456	0.00473	0	0	0.00904	0.00497	0	0	0	0	0	0	0.00611	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	2157|651137|	0	0	0.01587	0.02047	0	0	0	0	0	0	0	0	0	0	0.00655	0.00793	0	0	0	0	0	0	0.04266	0.00674	0.02887	0.02575	0	0	0	0	0.00079	0.00727	0	0	0	0	0.01803	0.04362	0	0	0	0.01075	0.01748	0	0	0	0	0	0.01458	0.06654	0.00496	0.02996	0	0	0	0.01488	0	0	0	0	0	0	0	0	0	0	0	0.05813	0	0	0	0	0	0	0	0	0.03711	0.04612	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0.04751	0	0	0	0	0	0	0	0	0.00632	0.03887	0.03514	0.02261	0	0.00561	0	0	0.03623	0.02092	0	0.02255	0.02998	0.00334	0	0	0	0	0	0	0	0	0	0	0	0	0.01332	0	0	0.01764	0.01038	0.00497	0	0	0	0	0	0	0	0	0	0.0232	0.03625	0.01615	0	0	0	0	0	0	0	0	0	0	0.00075	0.0252	0	0	0	0	0	0	0	0.0428	0	0	0	0	0	0	0	0	0.00456	0.00473	0	0	0.00904	0.00497	0	0	0	0	0	0	0.00611	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales	2157|651137||31932	0	0	0.01587	0.02047	0	0	0	0	0	0	0	0	0	0	0.00655	0.00793	0	0	0	0	0	0	0.04266	0.00674	0.02887	0.02575	0	0	0	0	0.00079	0.00727	0	0	0	0	0.01803	0.04362	0	0	0	0.01075	0.01748	0	0	0	0	0	0.01458	0.06654	0.00496	0.02996	0	0	0	0.01488	0	0	0	0	0	0	0	0	0	0	0	0.05813	0	0	0	0	0	0	0	0	0.03711	0.04612	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0.04751	0	0	0	0	0	0	0	0	0.00632	0.03887	0.03514	0.02261	0	0.00561	0	0	0.03623	0.02092	0	0.02255	0.02998	0.00334	0	0	0	0	0	0	0	0	0	0	0	0	0.01332	0	0	0.01764	0.01038	0.00497	0	0	0	0	0	0	0	0	0	0.0232	0.03625	0.01615	0	0	0	0	0	0	0	0	0	0	0.00075	0.0252	0	0	0	0	0	0	0	0.0428	0	0	0	0	0	0	0	0	0.00456	0.00473	0	0	0.00904	0.00497	0	0	0	0	0	0	0.00611	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae	2157|651137||31932|338190	0	0	0.01587	0.02047	0	0	0	0	0	0	0	0	0	0	0.00655	0.00793	0	0	0	0	0	0	0.04266	0.00674	0.02887	0.02575	0	0	0	0	0.00079	0.00727	0	0	0	0	0.01803	0.04362	0	0	0	0.01075	0.01748	0	0	0	0	0	0.01458	0.06654	0.00496	0.02996	0	0	0	0.01488	0	0	0	0	0	0	0	0	0	0	0	0.05813	0	0	0	0	0	0	0	0	0.03711	0.04612	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0.04751	0	0	0	0	0	0	0	0	0.00632	0.03887	0.03514	0.02261	0	0.00561	0	0	0.03623	0.02092	0	0.02255	0.02998	0.00334	0	0	0	0	0	0	0	0	0	0	0	0	0.01332	0	0	0.01764	0.01038	0.00497	0	0	0	0	0	0	0	0	0	0.0232	0.03625	0.01615	0	0	0	0	0	0	0	0	0	0	0.00075	0.0252	0	0	0	0	0	0	0	0.0428	0	0	0	0	0	0	0	0	0.00456	0.00473	0	0	0.00904	0.00497	0	0	0	0	0	0	0.00611	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus	2157|651137||31932|338190|338191	0	0	0.01587	0.02047	0	0	0	0	0	0	0	0	0	0	0.00655	0.00793	0	0	0	0	0	0	0.04266	0.00674	0.02887	0.02575	0	0	0	0	0.00079	0.00727	0	0	0	0	0.01803	0.04362	0	0	0	0.01075	0.01748	0	0	0	0	0	0.01458	0.06654	0.00496	0.02996	0	0	0	0.01488	0	0	0	0	0	0	0	0	0	0	0	0.05813	0	0	0	0	0	0	0	0	0.03711	0.04612	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0.04751	0	0	0	0	0	0	0	0	0.00632	0.03887	0.03514	0.02261	0	0.00561	0	0	0.03623	0.02092	0	0.02255	0.02998	0.00334	0	0	0	0	0	0	0	0	0	0	0	0	0.01332	0	0	0.01764	0.01038	0.00497	0	0	0	0	0	0	0	0	0	0.0232	0.03625	0.01615	0	0	0	0	0	0	0	0	0	0	0.00075	0.0252	0	0	0	0	0	0	0	0.0428	0	0	0	0	0	0	0	0	0.00456	0.00473	0	0	0.00904	0.00497	0	0	0	0	0	0	0.00611	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_SGB14899	2157|651137||31932|338190|338191|	0	0	0.01587	0.02047	0	0	0	0	0	0	0	0	0	0	0.00655	0.00793	0	0	0	0	0	0	0.04266	0.00674	0.02887	0.02575	0	0	0	0	0.00079	0.00727	0	0	0	0	0.01803	0.04362	0	0	0	0.01075	0.01748	0	0	0	0	0	0.01458	0.06654	0.00496	0.02996	0	0	0	0.01488	0	0	0	0	0	0	0	0	0	0	0	0.05813	0	0	0	0	0	0	0	0	0.03711	0.04612	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0.04751	0	0	0	0	0	0	0	0	0.00632	0.03887	0.03514	0.02261	0	0.00561	0	0	0.03623	0.02092	0	0.02255	0.02998	0.00334	0	0	0	0	0	0	0	0	0	0	0	0	0.01332	0	0	0.01764	0.01038	0.00497	0	0	0	0	0	0	0	0	0	0.0232	0.03625	0.01615	0	0	0	0	0	0	0	0	0	0	0.00075	0.0252	0	0	0	0	0	0	0	0.0428	0	0	0	0	0	0	0	0	0.00456	0.00473	0	0	0.00904	0.00497	0	0	0	0	0	0	0.00611	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_SGB14899|t__SGB14899	2157|651137||31932|338190|338191||	0	0	0.01587	0.02047	0	0	0	0	0	0	0	0	0	0	0.00655	0.00793	0	0	0	0	0	0	0.04266	0.00674	0.02887	0.02575	0	0	0	0	0.00079	0.00727	0	0	0	0	0.01803	0.04362	0	0	0	0.01075	0.01748	0	0	0	0	0	0.01458	0.06654	0.00496	0.02996	0	0	0	0.01488	0	0	0	0	0	0	0	0	0	0	0	0.05813	0	0	0	0	0	0	0	0	0.03711	0.04612	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0.04751	0	0	0	0	0	0	0	0	0.00632	0.03887	0.03514	0.02261	0	0.00561	0	0	0.03623	0.02092	0	0.02255	0.02998	0.00334	0	0	0	0	0	0	0	0	0	0	0	0	0.01332	0	0	0.01764	0.01038	0.00497	0	0	0	0	0	0	0	0	0	0.0232	0.03625	0.01615	0	0	0	0	0	0	0	0	0	0	0.00075	0.0252	0	0	0	0	0	0	0	0.0428	0	0	0	0	0	0	0	0	0.00456	0.00473	0	0	0.00904	0.00497	0	0	0	0	0	0	0.00611	0	0	0
k__Bacteria	2	79.89829	79.88902	80.53613	79.47891	79.74498	82.76844	83.55906	85.09846	73.65109	70.78458	85.00309	86.37135	84.41844	70.81027	81.08629	78.96576	81.66338	75.10501	86.65706	77.54388	80.88744	82.47109	83.41563	79.92681	73.72988	75.06357	54.12019	70.50425	70.07986	82.50626	82.30304	85.00983	79.88212	83.46067	87.56529	86.2172	82.83783	81.79319	72.62914	73.13388	75.07874	75.03096	79.82083	80.59229	84.20741	83.26469	75.02994	81.98432	83.01956	81.98622	73.24028	81.00658	87.49209	79.56117	72.30414	77.42797	73.50695	77.71333	78.98992	89.16576	85.38205	86.26869	74.9715	82.15935	81.12213	85.25236	83.801	84.52928	79.54926	81.6421	79.79248	86.7678	86.93806	91.09806	83.33614	83.51757	79.12317	78.85051	75.50743	82.29032	84.59092	79.93379	74.51751	85.45171	81.28836	82.83969	75.44425	84.24285	80.43705	77.0517	80.09922	86.96818	79.23774	81.01707	85.79788	86.26659	73.8487	79.67318	76.46653	82.42027	81.47968	84.51961	79.31326	82.53106	78.05053	79.01851	73.42502	74.94461	81.56989	82.36985	78.85378	80.78238	80.14737	80.51028	77.6382	80.71261	76.44788	85.71171	87.41704	86.05409	86.57038	71.09931	81.04565	84.27019	70.52815	84.81148	86.47686	78.99254	83.1538	80.14994	79.54776	82.1244	76.55306	78.06026	79.33843	83.67645	78.8046	82.11906	87.67563	76.64022	85.18498	80.04426	73.56284	79.77616	78.17823	75.70203	86.99426	89.90159	63.44072	79.33271	77.39703	76.06608	83.65316	76.65692	82.40024	79.99597	82.85197	82.25014	88.87607	89.29419	79.85124	79.63938	77.74008	81.51242	82.06012	79.87567	73.45048	77.40267	74.87101	79.94734	80.25182	83.93794	79.07379	82.43227	79.07594	80.34271	80.68297	79.94637	76.37304	78.97752	76.58647	88.01785	78.01851	74.86928	83.02059	86.34593	83.45645	79.26227
k__Bacteria|p__Actinobacteria	2|201174	3.47158	1.91713	13.86925	0.78029	27.87455	0.96357	1.67268	10.28358	0.36779	0.37024	0.05598	0.13316	46.3306	11.20967	0.82188	5.43069	0.92528	0.31759	0.02467	0.60081	3.78815	2.19512	3.30577	2.48933	0.53215	0.71477	13.66745	1.24158	6.03506	0.3987	0.79551	2.15681	1.67698	0.13116	0.32711	0.24647	13.27982	2.37282	0.15307	0.07284	1.07932	0.48046	0.708	0.10427	2.87533	1.15154	12.04012	1.1648	10.40989	6.31246	5.59444	2.81774	0.00613	0.20577	13.87888	0.2879	14.86725	1.09957	13.63536	1.49894	0.22209	0.19114	14.34782	2.50788	3.72118	3.12341	32.14622	1.10429	2.45531	0.69962	16.49622	6.0314	0.02561	0.39927	2.70448	2.88298	9.97745	0.79207	11.28504	1.44692	0.66885	2.42035	22.05699	7.43851	2.2432	1.23561	15.12808	1.25079	0.58461	0.87758	12.90918	1.99308	23.29976	5.63554	6.91252	4.69352	3.30506	1.24734	0.10296	0.25856	6.3739	2.08908	0.54851	0.31281	0.27531	0.54992	4.50247	3.07814	1.09267	1.60284	21.65965	1.14912	1.33142	0.53259	27.91578	0.43215	10.25984	1.03751	1.09398	1.86019	1.87287	0.36144	1.07878	0.58559	0.74772	0.40716	2.99577	0.7681	15.25363	0.46309	8.35325	0.18016	1.24487	0.2486	56.84809	0.69294	0.29198	0.14416	1.0723	1.72294	1.57013	2.28318	0.47271	1.36023	3.04065	1.95279	0.78936	0.36218	14.21657	1.41173	1.46568	0.87004	7.99968	2.47175	0.41583	1.34467	0.25182	3.05127	2.62856	6.19578	0.7727	0.34163	9.50768	3.46334	10.68117	0.99939	0.3233	2.79469	5.72229	0.13091	2.87532	2.77326	0.57875	0.89517	1.05555	1.30579	0.91215	0.89918	0.92994	0.24376	1.46357	0.81279	0.34066	1.53758	0.47169	1.08507	24.0083	2.55214
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	2.79548	1.41156	7.85886	0.22258	25.86023	0.36803	0.43567	8.94349	0.05174	0.13619	0.00056	0.02192	29.00897	10.95052	0.11382	4.55188	0.01693	0.03344	0.01099	0	3.16943	1.04665	2.78435	1.21968	0.22034	0.09893	12.85758	0.32027	5.67165	0.17157	0.10923	0.16984	0.67162	0.04352	0.05126	0.02463	2.47664	0.59483	0.01122	0	0.9311	0.01428	0.01431	0.00803	1.35958	0.68442	12.02029	0.95435	7.14312	4.56834	4.3589	2.01085	0.00324	0.00041	12.45607	0.00357	4.69503	0.53787	13.63536	0.19967	0.01205	0.04141	13.40601	1.88168	3.48525	2.69822	22.63726	0.53259	1.96344	0.02843	13.23843	4.30761	0.02332	0.37204	2.35668	1.97962	9.18613	0.46562	9.79255	0.99716	0.36885	1.89571	20.8441	5.35304	1.94125	0.92515	14.27426	0.05267	0.11792	0.20481	10.26747	1.12114	21.58373	4.85342	6.83729	4.4058	0.00184	0.08278	0.01131	0.00674	4.18522	1.16785	0.00196	0	0.00358	0.00015	4.26175	1.96622	0.7271	1.11002	9.88621	0.05562	0.34485	0.0507	26.77449	0.10569	8.51389	0.78421	0.92661	0.00034	1.75456	0.25926	0.11273	0.20301	0.14036	0.11145	0.75296	0.09005	13.71741	0.00996	8.00882	0.01386	0.74182	0	56.47825	0.03163	0.01291	0	0.16677	0.34485	0.2244	0	0.22716	0.57353	1.74177	1.51131	0.23911	0.19509	4.1175	0.22682	0.32386	0.1352	7.7545	1.98156	0.01095	0.01471	0.18494	1.77102	0.88977	3.2279	0.18639	0.03688	7.8579	0.8039	9.82005	0.21947	0.04927	0.05547	5.612	0.01736	1.11988	1.42	0.234	0.30987	0.15152	0.03794	0.01194	0.00528	0.00629	0.02033	0.25184	0.00444	0.28609	1.43245	0.35649	0.82087	23.79877	2.16232
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	2|201174|1760|2037	0	0	0	0	0.03613	0	0.01445	0.09982	0	0	0.00056	0.01279	0	0.11577	0.05059	0.00122	0.00593	0	0.00428	0	0	0	0	0.00081	0.03992	0.04437	0.01549	0.0009	0	0.01557	0.00799	0.15367	0.02321	0.01662	0.001	0.01604	0	0	0.00883	0	0	0	0.0064	0	0.00202	0	0.0017	0	0	0	0	0	0.00025	0	0.0011	0	0.02486	0	0.00107	0	0.00288	0.00276	0.02311	0.00017	0	0.00013	0	0	0.02983	0.00129	0.01645	0.02539	0	0.00072	0	0	3.15355	0.12935	0.03841	0.00054	0	0	0.01587	0.00561	0.0013	0.00163	0.00335	0.00024	0	0	0.00471	0	0	0	0	0.00062	0	0.00282	0.00514	0.00562	0.07013	0	0.00041	0	0	0	0.02693	0	0	0	0	0	0.01523	0	0.00289	0	0	0	0.00294	0	0	0	0	0	0	0	0	0	0.00066	0	0.09471	0.01032	0.00133	0	0.05935	0	0.00097	0	0	0.00388	0	0	0	0	0	0	0	0	0	0	0.00013	0	0.00294	0	0	0.00219	0	0	0.00283	0	0	0.00615	0	0.00079	0	0	0.00014	0.00215	0.05481	0.00155	0.03476	0.01921	0.0369	0.04844	0.00015	0.00105	0	0	0	0	0.01525	0.00309	0	0.00034	0	9e-05	0.00385	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	0	0	0	0	0.03613	0	0.01445	0.09982	0	0	0.00056	0.01279	0	0.11577	0.05059	0.00122	0.00593	0	0.00428	0	0	0	0	0.00081	0.03992	0.04437	0.01549	0.0009	0	0.01557	0.00799	0.15367	0.02321	0.01662	0.001	0.01604	0	0	0.00883	0	0	0	0.0064	0	0.00202	0	0.0017	0	0	0	0	0	0.00025	0	0.0011	0	0.02486	0	0.00107	0	0.00288	0.00276	0.02311	0.00017	0	0.00013	0	0	0.02983	0.00129	0.01645	0.02539	0	0.00072	0	0	3.15355	0.12935	0.03841	0.00054	0	0	0.01587	0.00561	0.0013	0.00163	0.00335	0.00024	0	0	0.00471	0	0	0	0	0.00062	0	0.00282	0.00514	0.00562	0.07013	0	0.00041	0	0	0	0.02693	0	0	0	0	0	0.01523	0	0.00289	0	0	0	0.00294	0	0	0	0	0	0	0	0	0	0.00066	0	0.09471	0.01032	0.00133	0	0.05935	0	0.00097	0	0	0.00388	0	0	0	0	0	0	0	0	0	0	0.00013	0	0.00294	0	0	0.00219	0	0	0.00283	0	0	0.00615	0	0.00079	0	0	0.00014	0.00215	0.05481	0.00155	0.03476	0.01921	0.0369	0.04844	0.00015	0.00105	0	0	0	0	0.01525	0.00309	0	0.00034	0	9e-05	0.00385	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	2|201174|1760|2037|2049|76833	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01653	0	0	0	0	0	0	0	0	0	0	0	0	0.00746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069	0	0	0	0	0	0	0	3e-05	0	0	0	0	0	0	0	0.00678	0	0	0	0.00787	0.00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00167	0
